"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Shadow Hitmonchan","Rock Smash","Thunder Punch","11.459","213.5","321.3","2332"
"Shadow Raticate","Quick Attack","Hyper Beam","12.232","175.4","321","1730"
"Shadow Blastoise","Water Gun","Flash Cannon","10.501","273.7","316.9","2466"
"Shadow Arbok","Dragon Tail","Gunk Shot","11.764","194.3","316.3","1921"
"Shadow Forretress","Bug Bite","Mirror Shot","10.591","264.1","313.7","2282"
"Shadow Shelgon","Ember","Dragon Pulse","11.565","202.4","313.1","2031"
"Shadow Raticate","Bite","Hyper Fang","12.148","174.2","312.3","1730"
"Shadow Hypno","Zen Headbutt","Psyshock","10.507","269.2","312.3","2090"
"Shadow Beedrill","Poison Jab","Fell Stinger","12.018","179.4","311.3","1846"
"Shadow Politoed","Mud Shot","Blizzard","10.563","263.1","310.1","2449"
"Shadow Mawile","Fire Fang","Play Rough","12.251","168","308.9","1634"
"Shadow Hypno","Zen Headbutt","Future Sight","10.472","268.3","308.1","2090"
"Shadow Charmeleon","Fire Fang","Fire Punch","12.263","166","306.1","1653"
"Shadow Pinsir","Rock Smash","Vise Grip","11.067","224.4","304.2","2959"
"Shadow Bellossom","Bullet Seed","Petal Blizzard","10.717","244.2","300.6","2281"
"Shadow Politoed","Mud Shot","Earthquake","10.474","260.9","299.8","2449"
"Shadow Gliscor","Fury Cutter","Night Slash","10.272","276","299.1","2692"
"Shadow Hitmonchan","Bullet Punch","Ice Punch","11.239","209.4","297.4","2332"
"Shadow Quagsire","Mud Shot","Sludge Bomb","10.888","229.8","296.7","1992"
"Shadow Arbok","Bite","Gunk Shot","11.573","191.1","296.3","1921"
"Shadow Hitmonchan","Bullet Punch","Fire Punch","11.222","209.1","295.5","2332"
"Shadow Beedrill","Bug Bite","Fell Stinger","11.855","176.9","294.8","1846"
"Shadow Beedrill","Poison Jab","Drill Run","11.824","176.5","291.8","1846"
"Shadow Grotle","Razor Leaf","Energy Ball","11.296","202.3","291.6","1890"
"Shadow Dusknoir","Hex","Dark Pulse","10.696","237.9","291.1","2388"
"Shadow Shiftry","Bullet Seed","Hurricane","11.357","198.3","290.5","2333"
"Shadow Snorlax","Yawn","Outrage","9.43","346.2","290.3","3225"
"Shadow Ivysaur","Razor Leaf","Solar Beam","11.691","181.6","290.2","1699"
"Shadow Venomoth","Infestation","Silver Wind","11.406","194.9","289.2","2082"
"Shadow Victreebel","Razor Leaf","Leaf Tornado","11.271","200.4","287","2431"
"Shadow Charmeleon","Fire Fang","Flame Burst","12.056","163.2","286","1653"
"Shadow Dusknoir","Astonish","Ominous Wind","10.639","236.7","285","2388"
"Shadow Weepinbell","Bullet Seed","Seed Bomb","12.673","139.6","284.1","1611"
"Shadow Venomoth","Confusion","Silver Wind","11.322","193.5","280.8","2082"
"Shadow Ninetales","Ember","Psyshock","10.539","239.9","280.8","2279"
"Shadow Mawile","Bite","Play Rough","11.95","163.9","279.6","1634"
"Shadow Marowak","Mud Slap","Earthquake","10.894","215.3","278.3","1835"
"Shadow Metang","Zen Headbutt","Psychic","11.024","207","277.3","1721"
"Shadow Hypno","Confusion","Focus Blast","10.199","261.3","277.3","2090"
"Shadow Arbok","Acid","Sludge Wave","11.382","188","277.2","1921"
"Shadow Porygon","Tackle","Hyper Beam","11.537","179.3","275.4","1720"
"Shadow Cradily","Acid","Stone Edge","10.144","263.6","275.2","2211"
"Shadow Grimer","Poison Jab","Sludge Bomb","12.176","151.6","273.6","1374"
"Shadow Ambipom","Astonish","Aerial Ace","11.113","199","273.2","2418"
"Shadow Probopass","Rock Throw","Thunderbolt","9.89","282","272.8","2080"
"Shadow Beedrill","Bug Bite","Drill Run","11.626","173.5","272.7","1846"
"Shadow Blastoise","Bite","Flash Cannon","10.093","263","270.4","2466"
"Shadow Lairon","Iron Tail","Body Slam","10.627","222.5","267.1","2056"
"Shadow Probopass","Spark","Magnet Bomb","9.806","279.6","263.6","2080"
"Shadow Cacnea","Sucker Punch","Grass Knot","13.548","106","263.5","1242"
"Shadow Forretress","Struggle Bug","Earthquake","10.133","252.7","262.9","2282"
"Shadow Marshtomp","Water Gun","Mud Bomb","11.317","181.1","262.5","1776"
"Shadow Ninetales","Feint Attack","Psyshock","10.355","235.7","261.7","2279"
"Shadow Venomoth","Bug Bite","Poison Fang","11.089","189.5","258.4","2082"
"Shadow Stantler","Zen Headbutt","Megahorn","11.226","182","257.5","2164"
"Shadow Weezing","Tackle","Dark Pulse","10.415","227.3","256.8","2293"
"Shadow Charmeleon","Ember","Flamethrower","11.727","158.7","256","1653"
"Shadow Probopass","Spark","Rock Slide","9.706","276.7","253.1","2080"
"Shadow Ninetales","Ember","Heat Wave","10.267","233.7","252.9","2279"
"Shadow Nidorino","Poison Jab","Sludge Bomb","11.919","148.5","251.5","1393"
"Shadow Gliscor","Wing Attack","Sand Tomb","9.83","264.1","250.9","2692"
"Shadow Shiftry","Razor Leaf","Leaf Tornado","10.946","191.1","250.6","2333"
"Shadow Beedrill","Infestation","Fell Stinger","11.379","169.8","250.2","1846"
"Shadow Sableye","Shadow Claw","Foul Play","11.716","155.5","250.1","1476"
"Shadow Abra","Zen Headbutt","Psyshock","14.249","86.3","249.7","1342"
"Shadow Victreebel","Acid","Leaf Tornado","10.88","193.5","249.2","2431"
"Shadow Forretress","Struggle Bug","Mirror Shot","9.996","249.3","248.9","2282"
"Shadow Lairon","Metal Claw","Body Slam","10.436","218.5","248.4","2056"
"Shadow Hitmonchan","Bullet Punch","Thunder Punch","10.735","200","247.5","2332"
"Shadow Mawile","Ice Fang","Play Rough","11.589","158.9","247.4","1634"
"Shadow Charmeleon","Scratch","Flamethrower","11.62","157.3","246.8","1653"
"Shadow Dragonair","Iron Tail","Dragon Pulse","11.343","168.3","245.5","1780"
"Shadow Grotle","Bite","Energy Ball","10.82","193.8","245.4","1890"
"Shadow Dusknoir","Astonish","Dark Pulse","10.24","227.8","244.6","2388"
"Shadow Cacnea","Poison Sting","Grass Knot","13.282","103.9","243.5","1242"
"Shadow Persian","Scratch","Play Rough","11.164","173.5","241.5","1689"
"Shadow Weezing","Infestation","Dark Pulse","10.256","223.8","241.4","2293"
"Shadow Arbok","Acid","Dark Pulse","10.974","181.2","239.5","1921"
"Shadow Snorlax","Yawn","Body Slam","8.985","329.8","239.2","3225"
"Shadow Nuzleaf","Feint Attack","Grass Knot","12.406","124.8","238.2","1227"
"Shadow Cradily","Infestation","Stone Edge","9.785","254.3","238.2","2211"
"Shadow Marshtomp","Mud Shot","Mud Bomb","11.021","176.4","236.1","1776"
"Shadow Nuzleaf","Feint Attack","Leaf Blade","12.367","124.4","235.3","1227"
"Shadow Persian","Scratch","Foul Play","11.089","172.4","235.1","1689"
"Shadow Mawile","Astonish","Play Rough","11.423","156.6","233.5","1634"
"Shadow Dugtrio","Mud Slap","Mud Bomb","12.062","132.7","232.9","1567"
"Shadow Skarmory","Air Slash","Flash Cannon","9.829","243.8","231.6","2108"
"Shadow Nuzleaf","Razor Leaf","Leaf Blade","12.317","123.9","231.5","1227"
"Shadow Flaaffy","Charge Beam","Thunderbolt","11.462","153.7","231.4","1521"
"Shadow Raticate","Bite","Hyper Beam","11.262","161.5","230.6","1730"
"Shadow Piloswine","Powder Snow","Stone Edge","10.204","216.7","230.2","2345"
"Shadow Grotle","Razor Leaf","Body Slam","10.641","190.6","229.6","1890"
"Shadow Abra","Zen Headbutt","Shadow Ball","13.947","84.5","229.2","1342"
"Shadow Metang","Metal Claw","Psyshock","10.509","197.3","229","1721"
"Shadow Nuzleaf","Razor Leaf","Grass Knot","12.281","123.5","228.8","1227"
"Shadow Charmeleon","Ember","Fire Punch","11.402","154.3","228.8","1653"
"Shadow Flaaffy","Tackle","Thunderbolt","11.425","153.2","228.5","1521"
"Shadow Hypno","Confusion","Ice Punch","9.697","248.4","226.5","2090"
"Shadow Charmeleon","Scratch","Fire Punch","11.373","153.9","226.4","1653"
"Shadow Arbok","Dragon Tail","Sludge Wave","10.821","178.7","226.4","1921"
"Shadow Beedrill","Infestation","Drill Run","11.082","165.4","225.1","1846"
"Shadow Cradily","Bullet Seed","Stone Edge","9.646","250.7","225","2211"
"Shadow Ninetales","Feint Attack","Heat Wave","9.956","226.6","223.7","2279"
"Shadow Flaaffy","Tackle","Discharge","11.363","152.4","223.5","1521"
"Shadow Gloom","Acid","Petal Blizzard","11.072","164.4","223.1","1681"
"Shadow Dragonair","Dragon Breath","Aqua Tail","11.07","164.2","222.7","1780"
"Shadow Hypno","Zen Headbutt","Focus Blast","9.642","247","221.5","2090"
"Shadow Dugtrio","Mud Slap","Earthquake","11.895","130.9","220.3","1567"
"Shadow Flaaffy","Charge Beam","Discharge","11.32","151.8","220.2","1521"
"Shadow Magnemite","Thunder Shock","Thunderbolt","12.676","107.7","219.3","1362"
"Shadow Sandslash","Metal Claw","Rock Tomb","10.04","216.2","218.9","2374"
"Shadow Hypno","Confusion","Fire Punch","9.606","246.1","218.2","2090"
"Shadow Gloom","Razor Leaf","Petal Blizzard","11.005","163.4","217.8","1681"
"Shadow Quagsire","Water Gun","Stone Edge","10.073","212.6","217.3","1992"
"Shadow Misdreavus","Hex","Ominous Wind","10.681","177.5","216.2","1926"
"Shadow Gliscor","Fury Cutter","Sand Tomb","9.458","254.1","215","2692"
"Shadow Shiftry","Feint Attack","Leaf Tornado","10.53","183.9","214.7","2333"
"Shadow Shiftry","Snarl","Leaf Tornado","10.526","183.8","214.3","2333"
"Shadow Sableye","Feint Attack","Foul Play","11.271","149.6","214.2","1476"
"Shadow Magnemite","Thunder Shock","Discharge","12.583","106.9","212.9","1362"
"Shadow Arbok","Dragon Tail","Dark Pulse","10.648","175.9","212.3","1921"
"Shadow Shelgon","Ember","Flamethrower","10.486","183.5","211.6","2031"
"Shadow Beedrill","Poison Jab","Aerial Ace","10.906","162.8","211.2","1846"
"Shadow Magnemite","Spark","Thunderbolt","12.552","106.6","210.9","1362"
"Shadow Nidorino","Poison Sting","Sludge Bomb","11.4","142.1","210.5","1393"
"Shadow Marowak","Mud Slap","Bone Club","10.158","200.7","210.4","1835"
"Shadow Porygon","Tackle","Solar Beam","10.784","167.6","210.2","1720"
"Shadow Arbok","Bite","Sludge Wave","10.612","175.3","209.5","1921"
"Shadow Venomoth","Infestation","Poison Fang","10.518","179.7","209.1","2082"
"Shadow Magnemite","Thunder Shock","Magnet Bomb","12.524","106.4","209","1362"
"Shadow Mawile","Fire Fang","Iron Head","11.101","152.2","208.3","1634"
"Shadow Magnemite","Spark","Discharge","12.495","106.1","207","1362"
"Shadow Venomoth","Confusion","Poison Fang","10.489","179.2","206.8","2082"
"Shadow Bellsprout","Vine Whip","Power Whip","13.262","88.6","206.6","1033"
"Shadow Grimer","Mud Slap","Sludge Bomb","11.347","141.2","206.4","1374"
"Shadow Golbat","Wing Attack","Air Cutter","10.23","191.3","204.8","1976"
"Shadow Sandslash","Mud Shot","Rock Tomb","9.867","212.5","204.1","2374"
"Shadow Magnemite","Spark","Magnet Bomb","12.442","105.7","203.6","1362"
"Shadow Gligar","Wing Attack","Aerial Ace","9.982","204.5","203.4","1857"
"Shadow Marowak","Mud Slap","Dig","10.07","199","203.2","1835"
"Shadow Abra","Charge Beam","Psyshock","13.505","81.8","201.5","1342"
"Shadow Charmeleon","Ember","Flame Burst","11.018","149.1","199.5","1653"
"Shadow Arbok","Bite","Dark Pulse","10.466","172.9","198.2","1921"
"Shadow Forretress","Bug Bite","Rock Tomb","9.439","235.4","198","2282"
"Shadow Metang","Zen Headbutt","Psyshock","10.118","190","196.8","1721"
"Shadow Charmeleon","Scratch","Flame Burst","10.98","148.6","196.7","1653"
"Shadow Hypno","Confusion","Thunder Punch","9.36","239.8","196.6","2090"
"Shadow Pupitar","Bite","Dig","10.52","168.4","196","1766"
"Shadow Pupitar","Bite","Ancient Power","10.458","167.4","191.4","1766"
"Shadow Beedrill","Bug Bite","Aerial Ace","10.632","158.7","190.7","1846"
"Shadow Gligar","Fury Cutter","Aerial Ace","9.823","201.2","190.7","1857"
"Shadow Porygon","Tackle","Discharge","10.513","163.4","189.9","1720"
"Shadow Bellsprout","Acid","Power Whip","12.983","86.7","189.8","1033"
"Shadow Misdreavus","Astonish","Ominous Wind","10.338","171.8","189.8","1926"
"Shadow Anorith","Scratch","Ancient Power","11.878","113","189.3","1529"
"Shadow Golbat","Bite","Air Cutter","10.017","187.3","188.3","1976"
"Shadow Metang","Metal Claw","Gyro Ball","10.006","187.9","188.2","1721"
"Shadow Hypno","Zen Headbutt","Ice Punch","9.257","237.2","188.1","2090"
"Shadow Misdreavus","Hex","Dark Pulse","10.294","171","186.6","1926"
"Shadow Gligar","Wing Attack","Dig","9.764","200","186.2","1857"
"Shadow Mawile","Bite","Iron Head","10.78","147.8","185.2","1634"
"Shadow Persian","Scratch","Power Gem","10.444","162.3","184.9","1689"
"Shadow Hypno","Zen Headbutt","Fire Punch","9.202","235.8","183.7","2090"
"Shadow Dugtrio","Sucker Punch","Mud Bomb","11.349","124.9","182.5","1567"
"Shadow Grotle","Bite","Body Slam","10.037","179.8","181.8","1890"
"Shadow Bellsprout","Vine Whip","Sludge Bomb","12.839","85.8","181.5","1033"
"Shadow Nuzleaf","Feint Attack","Foul Play","11.531","116","177.8","1227"
"Shadow Anorith","Struggle Bug","Ancient Power","11.686","111.1","177.3","1529"
"Shadow Persian","Feint Attack","Play Rough","10.327","160.5","176.8","1689"
"Shadow Shelgon","Dragon Breath","Twister","10.026","175.4","176.8","2031"
"Shadow Nuzleaf","Razor Leaf","Foul Play","11.493","115.6","175.5","1227"
"Shadow Gligar","Fury Cutter","Dig","9.621","197.1","175.5","1857"
"Shadow Porygon","Zen Headbutt","Hyper Beam","10.306","160.2","175.4","1720"
"Shadow Carvanha","Bite","Crunch","14.066","62.8","174.8","1020"
"Shadow Abra","Charge Beam","Shadow Ball","13.033","79","174.8","1342"
"Shadow Golbat","Wing Attack","Poison Fang","9.814","183.6","173.5","1976"
"Shadow Porygon","Charge Beam","Hyper Beam","10.27","159.6","172.9","1720"
"Shadow Quagsire","Mud Shot","Stone Edge","9.485","200.2","170.8","1992"
"Shadow Probopass","Spark","Thunderbolt","8.797","250.8","170.7","2080"
"Shadow Houndour","Feint Attack","Flamethrower","12.031","97.5","169.8","1234"
"Shadow Porygon","Tackle","Zap Cannon","10.208","158.7","168.8","1720"
"Shadow Cacnea","Sucker Punch","Seed Bomb","12.089","94.6","167.1","1242"
"Shadow Bellsprout","Acid","Sludge Bomb","12.547","83.8","165.6","1033"
"Shadow Dragonair","Iron Tail","Aqua Tail","10.268","152.3","164.9","1780"
"Shadow Ambipom","Astonish","Low Sweep","9.795","175.4","164.9","2418"
"Shadow Pupitar","Rock Smash","Ancient Power","10.064","161.1","164.2","1766"
"Shadow Pupitar","Rock Smash","Dig","10.053","160.9","163.5","1766"
"Shadow Golbat","Bite","Poison Fang","9.668","180.8","163.4","1976"
"Shadow Sealeo","Water Gun","Aurora Beam","9.646","182.1","163.4","1714"
"Shadow Oddish","Acid","Sludge Bomb","11.162","117.2","163","1228"
"Shadow Omanyte","Water Gun","Rock Blast","10.738","131.5","162.8","1544"
"Shadow Hypno","Zen Headbutt","Thunder Punch","8.91","228.3","161.4","2090"
"Shadow Persian","Feint Attack","Foul Play","10.093","156.9","161.3","1689"
"Shadow Beedrill","Infestation","Aerial Ace","10.179","151.9","160.3","1846"
"Shadow Misdreavus","Astonish","Dark Pulse","9.903","164.5","159.8","1926"
"Shadow Carvanha","Snarl","Crunch","13.744","61.4","159.4","1020"
"Shadow Dugtrio","Sucker Punch","Earthquake","10.96","120.6","158.8","1567"
"Shadow Snorlax","Yawn","Superpower","8.104","297.5","158.4","3225"
"Shadow Cradily","Acid","Bulldoze","8.826","229.4","157.7","2211"
"Shadow Porygon","Hidden Power (Fire)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Fighting)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Water)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Flying)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Grass)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Poison)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Electric)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Ground)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Psychic)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Rock)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Ice)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Bug)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Dragon)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Ghost)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Dark)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Porygon","Hidden Power (Steel)","Hyper Beam","10.031","155.9","157.4","1720"
"Shadow Metang","Zen Headbutt","Gyro Ball","9.565","179.6","157.2","1721"
"Shadow Snorlax","Yawn","Hyper Beam","8.077","296.5","156.2","3225"
"Shadow Gloom","Razor Leaf","Moonblast","10.123","150.3","155.9","1681"
"Shadow Forretress","Struggle Bug","Rock Tomb","8.883","221.5","155.3","2282"
"Shadow Cacnea","Poison Sting","Seed Bomb","11.868","92.8","155.2","1242"
"Shadow Shiftry","Bullet Seed","Leaf Tornado","9.697","169.3","154.4","2333"
"Shadow Golbat","Wing Attack","Ominous Wind","9.489","177.5","151.6","1976"
"Shadow Oddish","Razor Leaf","Sludge Bomb","10.959","115.1","151.5","1228"
"Shadow Jumpluff","Infestation","Solar Beam","9.064","203.4","151.5","1636"
"Shadow Teddiursa","Scratch","Play Rough","10.927","116","151.4","1328"
"Shadow Stunky","Bite","Sludge Bomb","10.923","116.1","151.3","1151"
"Shadow Dragonair","Dragon Breath","Wrap","10.05","149.1","151.3","1780"
"Shadow Dugtrio","Mud Slap","Stone Edge","10.821","119.1","150.9","1567"
"Shadow Omanyte","Water Gun","Bubble Beam","10.492","128.4","148.3","1544"
"Shadow Marshtomp","Water Gun","Sludge","9.809","157","148.2","1776"
"Shadow Grimer","Poison Jab","Sludge","10.444","130","148.1","1374"
"Shadow Porygon","Zen Headbutt","Discharge","9.87","153.4","147.5","1720"
"Shadow Golbat","Bite","Ominous Wind","9.404","175.9","146.2","1976"
"Shadow Houndour","Ember","Flamethrower","11.583","93.9","145.9","1234"
"Shadow Houndour","Feint Attack","Dark Pulse","11.579","93.8","145.7","1234"
"Shadow Jumpluff","Bullet Seed","Solar Beam","8.975","201.4","145.6","1636"
"Shadow Gloom","Acid","Moonblast","9.95","147.7","145.5","1681"
"Shadow Marowak","Rock Smash","Earthquake","9.26","183","145.3","1835"
"Shadow Porygon","Tackle","Signal Beam","9.819","152.6","144.5","1720"
"Shadow Nidorina","Poison Sting","Sludge Bomb","9.965","145.5","143.9","1309"
"Shadow Omanyte","Water Gun","Ancient Power","10.388","127.2","142.6","1544"
"Shadow Mawile","Ice Fang","Iron Head","10.096","138.4","142.5","1634"
"Shadow Slowpoke","Confusion","Psychic","9.953","144.4","142.4","1226"
"Shadow Slowpoke","Water Gun","Psychic","9.953","144.4","142.4","1226"
"Shadow Omanyte","Water Gun","Brine","10.377","127","141.9","1544"
"Shadow Bulbasaur","Vine Whip","Power Whip","10.802","112.6","141.8","1115"
"Shadow Sealeo","Water Gun","Water Pulse","9.276","175.1","139.7","1714"
"Shadow Wartortle","Water Gun","Hydro Pump","9.587","158.3","139.5","1488"
"Shadow Sealeo","Water Gun","Body Slam","9.253","174.6","138.3","1714"
"Shadow Porygon","Zen Headbutt","Solar Beam","9.704","150.8","137.8","1720"
"Shadow Pupitar","Bite","Crunch","9.631","154.2","137.7","1766"
"Shadow Porygon","Hidden Power (Fire)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Fighting)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Water)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Flying)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Grass)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Poison)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Electric)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Ground)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Psychic)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Rock)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Ice)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Bug)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Dragon)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Ghost)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Dark)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Hidden Power (Steel)","Discharge","9.695","150.7","137.3","1720"
"Shadow Porygon","Charge Beam","Discharge","9.692","150.6","137.1","1720"
"Shadow Houndour","Feint Attack","Crunch","11.398","92.4","136.8","1234"
"Shadow Marowak","Rock Smash","Dig","9.12","180.2","136.7","1835"
"Shadow Cradily","Infestation","Bulldoze","8.508","221.1","136.1","2211"
"Shadow Persian","Scratch","Night Slash","9.668","150.3","135.8","1689"
"Shadow Nidorina","Bite","Sludge Bomb","9.785","142.9","133.9","1309"
"Shadow Sableye","Shadow Claw","Power Gem","10.009","132.9","133.2","1476"
"Shadow Anorith","Scratch","Cross Poison","10.846","103.1","131.6","1529"
"Shadow Cradily","Bullet Seed","Bulldoze","8.426","219","131","2211"
"Shadow Mawile","Astonish","Iron Head","9.884","135.5","130.9","1634"
"Shadow Mawile","Fire Fang","Power-Up Punch","9.857","135.2","129.5","1634"
"Shadow Persian","Feint Attack","Power Gem","9.546","148.4","129.1","1689"
"Shadow Machop","Karate Chop","Cross Chop","10.516","110.3","128.3","1278"
"Shadow Misdreavus","Hex","Shadow Sneak","9.363","155.6","127.7","1926"
"Shadow Houndour","Ember","Dark Pulse","11.199","90.8","127.5","1234"
"Shadow Porygon","Charge Beam","Solar Beam","9.514","147.9","127.4","1720"
"Shadow Teddiursa","Lick","Play Rough","10.46","111.1","127.1","1328"
"Shadow Bulbasaur","Vine Whip","Sludge Bomb","10.492","109.3","126.3","1115"
"Shadow Houndour","Ember","Crunch","11.169","90.5","126.1","1234"
"Shadow Marshtomp","Mud Shot","Sludge","9.417","150.7","125.9","1776"
"Shadow Sealeo","Powder Snow","Aurora Beam","9.031","170.4","125.5","1714"
"Shadow Koffing","Acid","Sludge Bomb","10.072","122.7","125.3","1214"
"Shadow Raticate","Quick Attack","Dig","9.656","138.4","124.6","1730"
"Shadow Growlithe","Ember","Flamethrower","10.536","105.9","123.9","1243"
"Shadow Growlithe","Bite","Flamethrower","10.516","105.7","123","1243"
"Shadow Snorlax","Yawn","Skull Bash","7.608","279.3","123","3225"
"Shadow Porygon","Hidden Power (Fire)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Fighting)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Water)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Flying)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Grass)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Poison)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Electric)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Ground)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Psychic)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Rock)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Ice)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Bug)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Dragon)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Ghost)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Dark)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Porygon","Hidden Power (Steel)","Solar Beam","9.425","146.5","122.6","1720"
"Shadow Marowak","Rock Smash","Bone Club","8.87","175.3","122.3","1835"
"Shadow Stunky","Scratch","Sludge Bomb","10.345","109.9","121.7","1151"
"Shadow Omanyte","Mud Shot","Rock Blast","9.976","122.1","121.2","1544"
"Shadow Dragonair","Iron Tail","Wrap","9.503","141","121","1780"
"Shadow Omanyte","Water Gun","Rock Tomb","9.968","122","120.9","1544"
"Shadow Anorith","Struggle Bug","Cross Poison","10.607","100.9","120.4","1529"
"Shadow Abra","Zen Headbutt","Signal Beam","11.858","71.8","119.8","1342"
"Shadow Trapinch","Mud Shot","Dig","11.172","85.9","119.8","1274"
"Shadow Mawile","Bite","Power-Up Punch","9.657","132.4","119.3","1634"
"Shadow Oddish","Acid","Seed Bomb","10.315","108.3","118.9","1228"
"Shadow Oddish","Razor Leaf","Seed Bomb","10.288","108.1","117.7","1228"
"Shadow Snorlax","Yawn","Heavy Slam","7.505","275.5","116.5","3225"
"Shadow Raticate","Bite","Dig","9.493","136.1","116.4","1730"
"Shadow Pupitar","Rock Smash","Crunch","9.231","147.7","116.2","1766"
"Shadow Machop","Low Kick","Cross Chop","10.257","107.6","116.1","1278"
"Shadow Grimer","Mud Slap","Sludge","9.825","122.3","116","1374"
"Shadow Omanyte","Mud Shot","Ancient Power","9.846","120.5","115.1","1544"
"Shadow Gligar","Wing Attack","Night Slash","8.651","177.2","114.7","1857"
"Shadow Lileep","Acid","Grass Knot","9.03","155.1","114.2","1291"
"Shadow Misdreavus","Astonish","Shadow Sneak","9.092","151.1","113.5","1926"
"Shadow Wartortle","Bite","Hydro Pump","9.095","150.2","113","1488"
"Shadow Lileep","Infestation","Grass Knot","8.983","154.3","111.8","1291"
"Shadow Machop","Karate Chop","Brick Break","10.148","106.5","111.2","1278"
"Shadow Sableye","Feint Attack","Power Gem","9.523","126.4","109.2","1476"
"Shadow Shelgon","Ember","Twister","8.875","155.3","108.6","2031"
"Shadow Lileep","Bullet Seed","Grass Knot","8.914","153.1","108.4","1291"
"Shadow Exeggcute","Confusion","Psychic","9.4","129.4","107.5","1175"
"Shadow Teddiursa","Scratch","Cross Chop","10.022","106.4","107.1","1328"
"Shadow Flaaffy","Tackle","Power Gem","9.453","126.8","107.1","1521"
"Shadow Omanyte","Mud Shot","Bubble Beam","9.67","118.4","107","1544"
"Shadow Aron","Metal Claw","Iron Head","9.39","128.8","106.6","1307"
"Shadow Porygon","Zen Headbutt","Zap Cannon","9.092","141.3","106.2","1720"
"Shadow Machop","Rock Smash","Cross Chop","10.018","105.1","105.6","1278"
"Shadow Bulbasaur","Tackle","Power Whip","10.025","104.5","105.2","1115"
"Shadow Machop","Low Kick","Brick Break","10.001","104.9","105","1278"
"Shadow Porygon","Zen Headbutt","Signal Beam","9.065","140.9","105","1720"
"Shadow Porygon","Tackle","Psybeam","9.002","139.9","102.1","1720"
